TRAVEL_ID,recommend_result_place
d_d003091,"['붉은오름자연휴양림', '표선해수욕장', '유채꽃프라자', '목장카페 밭디', '아르떼뮤지엄 제주', '제주허브동산', '9.81파크', '해변산책', '제주민속촌', '한담몰']"
d_d000288,"['한라산아래첫마을', '포도뮤지엄', '9.81파크', '스누피가든', '아쿠아플라넷 제주', '드르쿰다in성산', '산방산탄산온천', '성산일출봉', '신화관 제주신화월드 스카이풀', '비자림']"
d_d009398,"['절물자연휴양림', '제주동문시장']"
d_d000247,"['한라산아래첫마을', '산방산탄산온천', '마라도', '본태박물관', '협재해수욕장', '금능해수욕장', '화순금모래해수욕장', '포도뮤지엄', '무민랜드제주', '제주곶자왈도립공원']"
d_d001666,"['아쿠아플라넷 제주', '함덕해수욕장', '성산일출봉', '섭지코지', '걸어가는늑대들 전이수갤러리', '에코랜드테마파크', '절물자연휴양림', '드르쿰다in성산', '거문오름', '제주돌문화공원']"
d_d006666,"['성산일출봉', '아쿠아플라넷 제주', '드르쿰다in성산', '섭지코지', '휘닉스제주 유민미술관', '김영갑갤러리두모악', '신양섭지해수욕장']"
d_d000797,"['협재해수욕장', '금능해수욕장', '한림공원', '제주도립김창열미술관', '성이시돌목장', '서부농업기술센터', '그리스신화박물관']"
d_d002793,"['아쿠아플라넷 제주', '성산일출봉', '드르쿰다in성산', '섭지코지', '김영갑갤러리두모악', '휘닉스제주 유민미술관', '신양섭지해수욕장']"
d_d004464,"['절물자연휴양림', '한라생태숲', '마방목지']"
d_d000284,"['한라산아래첫마을', '포도뮤지엄', '서귀포예술의전당', '산방산탄산온천', '본태박물관', '화순금모래해수욕장', '신화관 제주신화월드 스카이풀', '서귀포유람선', '마노르블랑', '기당미술관']"
d_d000795,"['우도올레보트', '검멀레해변', '우도산호해변', '훈데르트바서파크']"
d_d009637,"['제주동문재래야시장', '제주동문재래시장', '삼성혈']"
d_d004590,"['9.81파크', '아르떼뮤지엄 제주', '항파두리 항몽유적지', '해변산책', '한담몰', '렛츠런파크제주', '사진놀이터', '귤귤스토어', '제주불빛정원']"
d_d004219,"['붉은오름자연휴양림', '성산일출봉', '표선해수욕장', '섭지코지', '목장카페 밭디', '아쿠아플라넷 제주', '유채꽃프라자', '드르쿰다in성산', '제주허브동산', '휘닉스제주 유민미술관']"
d_d000324,"['한라산아래첫마을', '걸어가는늑대들 전이수갤러리', '포도뮤지엄', '함덕해수욕장', '거문오름', '교래자연휴양림', '산방산탄산온천', '제주조천스위스마을', '화순금모래해수욕장', '본태박물관']"
d_d004213,"['9.81파크', '해변산책', '항파두리 항몽유적지', '한담몰', '아르떼뮤지엄 제주', '사진놀이터', '귤귤스토어', '렛츠런파크제주', '제주불빛정원']"
d_d003297,"['우도올레보트', '우도산호해변', '검멀레해변', '훈데르트바서파크']"
d_d008221,"['올레야시장', '서귀포매일올레시장', '이중섭미술관', '자구리문화예술공원', '이중섭거리', '서복전시관']"
d_d002575,"['산방산탄산온천', '함덕해수욕장', '걸어가는늑대들 전이수갤러리', '포도뮤지엄', '한라산아래첫마을', '거문오름', '에코랜드테마파크', '루나폴', '무민랜드제주', '신화관 제주신화월드 스카이풀']"
d_d001339,"['한림공원', '협재해수욕장', '금능해수욕장', '제주도립김창열미술관', '성이시돌목장', '서부농업기술센터', '그리스신화박물관']"
d_d002320,"['스누피가든', '김녕해수욕장', '세화해변', '제주동문시장', '비자림', '이마트 신제주점', '세화민속오일시장', '용두암', '제주국제공항 JDC면세점', '김녕미로공원']"
d_d001835,"['절물자연휴양림', '제주동문시장']"
d_d004415,"['한라산아래첫마을', '본태박물관', '포도뮤지엄', '화순금모래해수욕장', '뽀로로앤타요테마파크 제주', '신화관 제주신화월드 스카이풀', '제주항공우주박물관', '무민랜드제주', '제주아트서커스', '산방산탄산온천']"
d_d011027,"['아쿠아플라넷 제주', '성산일출봉', '함덕해수욕장', '에코랜드테마파크', '걸어가는늑대들 전이수갤러리', '섭지코지', '거문오름', '드르쿰다in성산', '제주돌문화공원', '제주 세계자연유산센터']"
d_d010383,"['걸어가는늑대들 전이수갤러리', '아쿠아플라넷 제주', '함덕해수욕장', '성산일출봉', '거문오름', '섭지코지', '드르쿰다in성산', '에코랜드테마파크', '제주돌문화공원', '올레야시장']"
d_d003411,"['올레야시장', '이중섭미술관', '서귀포매일올레시장', '자구리문화예술공원', '이중섭거리', '서복전시관']"
d_d011690,"['테디베어뮤지엄 제주점', '여미지식물원']"
d_d004293,"['마라도', '제주곶자왈도립공원']"
d_d004921,"['한라산아래첫마을', '포도뮤지엄', '본태박물관', '산방산탄산온천', '화순금모래해수욕장', '신화관 제주신화월드 스카이풀', '피규어뮤지엄제주', '오설록티뮤지엄', '신세계사이먼 제주프리미엄전문점', '카멜리아힐']"
d_d000712,"['올레야시장', '이중섭미술관', '서귀포매일올레시장', '서귀포치유의숲', '자구리문화예술공원', '이중섭거리', '서복전시관']"
d_d009830,"['협재해수욕장', '금능해수욕장', '한림공원', '제주동문시장', '성이시돌목장', '서부농업기술센터', '제주도립김창열미술관', '그리스신화박물관']"
d_d004168,"['함덕해수욕장', '걸어가는늑대들 전이수갤러리', '제주조천스위스마을', '교래자연휴양림', '거문오름', '제주 세계자연유산센터', '제주돌문화공원', '제주레포츠랜드', '제주라프', '에코랜드테마파크']"
d_d000889,"['스누피가든', '세화해변', '김녕해수욕장', '제주현대미술관', '비자림', '노을해안1014', '환상숲곶자왈공원', '스카이워터쇼', '만장굴', '김녕미로공원']"
d_d001347,"['제주곶자왈도립공원', '올레야시장', '쇠소깍', '마라도', '서귀포매일올레시장', '자구리문화예술공원', '이중섭미술관', '윈드1947카트테마파크', '서귀포치유의숲', '이중섭거리']"
d_d003398,"['스누피가든', '우도올레보트', '세화해변', '비자림', '김녕해수욕장', '우도산호해변', '검멀레해변', '스카이워터쇼', '훈데르트바서파크', '세화민속오일시장']"
d_d003232,"['한라산아래첫마을', '포도뮤지엄', '화순금모래해수욕장', '제주현대미술관', '산방산탄산온천', '본태박물관', '환상숲곶자왈공원', '협재해수욕장', '뽀로로앤타요테마파크 제주', '신화관 제주신화월드 스카이풀']"
d_d001779,"['스누피가든', '김녕해수욕장', '세화해변', '비자림', '김녕미로공원', '스카이워터쇼', '세화민속오일시장', '만장굴', '이마트 신제주점', '메이즈랜드']"
d_d000152,"['해변산책', '9.81파크', '아르떼뮤지엄 제주', '항파두리 항몽유적지', '사진놀이터', '한담몰', '귤귤스토어', '렛츠런파크제주', '제주불빛정원']"
d_d000267,"['협재해수욕장', '해변산책', '9.81파크', '금능해수욕장', '한림공원', '제주도립김창열미술관', '항파두리 항몽유적지', '사진놀이터', '아르떼뮤지엄 제주', '한담몰']"
d_d001084,"['목장카페 밭디', '붉은오름자연휴양림', '휴애리자연생활공원', '유채꽃프라자', '표선해수욕장', '제주허브동산', '남원큰엉해변', '보롬왓', '제주민속촌', '산물관광농원']"
d_d010622,"['아쿠아플라넷 제주', '드르쿰다in성산', '성산일출봉', '섭지코지', '김영갑갤러리두모악', '휘닉스제주 유민미술관', '신양섭지해수욕장', '홈플러스 서귀포점']"
d_d000534,"['제주제트 중문점', '함덕해수욕장', '거문오름', '에코랜드테마파크', '걸어가는늑대들 전이수갤러리', '이마트 제주점', '제주 세계자연유산센터', '서귀포매일올레시장', '제주돌문화공원', '제주조천스위스마을']"
d_d003822,"['산방산탄산온천', '한라산아래첫마을', '포도뮤지엄', '신화관 제주신화월드 스카이풀', '카멜리아힐', '피규어뮤지엄제주', '제주항공우주박물관', '무민랜드제주', '본태박물관', '세계자동차&피아노박물관']"
d_d002361,"['9.81파크', '한라산아래첫마을', '카멜리아힐', '포도뮤지엄', '제주시민속오일시장', '산방산탄산온천', '루나폴', '아르떼뮤지엄 제주', '제주아트서커스', '제주항공우주박물관']"
d_d009973,"['올레야시장', '이중섭미술관', '자구리문화예술공원', '서귀포매일올레시장', '휴애리자연생활공원', '원앙폭포', '산물관광농원', '돈내코유원지', '남원큰엉해변', '상효원수목원']"
d_d009076,"['한라산아래첫마을', '산방산탄산온천', '포도뮤지엄', '무민랜드제주', '본태박물관', '신화관 제주신화월드 스카이풀', '화순금모래해수욕장', '세계자동차&피아노박물관', '파더스가든', '제주항공우주박물관']"
d_d000741,"['붉은오름자연휴양림', '올레야시장', '표선해수욕장', '이중섭미술관', '유채꽃프라자', '제주허브동산', '목장카페 밭디', '제주민속촌', '보롬왓', '이중섭거리']"
d_d006339,"['휴애리자연생활공원', '산물관광농원', '남원큰엉해변', '제주코코몽에코파크', '레몬뮤지엄']"
d_d001394,"['올레야시장', '서귀포매일올레시장', '이중섭미술관', '용두암', '자구리문화예술공원', '제주국제공항 JDC면세점', '이중섭거리', '테디베어뮤지엄 제주점', '여미지식물원', '서복전시관']"
d_d004236,"['목장카페 밭디', '붉은오름자연휴양림', '유채꽃프라자', '제주허브동산', '표선해수욕장', '제주민속촌', '보롬왓', '제주성읍마을', '여미지식물원', '테디베어뮤지엄 제주점']"
d_d006215,"['한라산아래첫마을', '함덕해수욕장', '본태박물관', '걸어가는늑대들 전이수갤러리', '포도뮤지엄', '산방산탄산온천', '신화관 제주신화월드 스카이풀', '카멜리아힐', '거문오름', '화순금모래해수욕장']"
d_d009986,"['우도올레보트', '성산일출봉', '올레야시장', '드르쿰다in성산', '섭지코지', '서귀포매일올레시장', '이중섭미술관', '김영갑갤러리두모악', '휘닉스제주 유민미술관', '아쿠아플라넷 제주']"
d_d001464,"['아쿠아플라넷 제주', '성산일출봉', '섭지코지', '드르쿰다in성산', '김영갑갤러리두모악', '휘닉스제주 유민미술관', '신양섭지해수욕장']"
d_d000148,"['제주시민속오일시장', '롯데마트 제주점', '제주동문시장', '대한불교조계종천왕사']"
d_d005085,"['걸어가는늑대들 전이수갤러리', '함덕해수욕장', '에코랜드테마파크', '제주돌문화공원', '제주조천스위스마을', '거문오름', '제주 세계자연유산센터', '교래자연휴양림', '제주레포츠랜드', '제주라프']"
d_d001672,"['무민랜드제주', '카멜리아힐', '산방산탄산온천', '루나폴', '한라산아래첫마을', '포도뮤지엄', '신화관 제주신화월드 스카이풀', '협재해수욕장', '한림공원', '제주아트서커스']"
d_d006679,"['제주곶자왈도립공원', '마라도']"
d_d000368,"['이중섭미술관', '올레야시장', '제주동문재래야시장', '삼성혈', '서귀포매일올레시장', '제주동문재래시장', '자구리문화예술공원', '이중섭거리', '서복전시관']"
d_d005079,"['한라산아래첫마을', '포도뮤지엄', '산방산탄산온천', '신화관 제주신화월드 스카이풀', '카멜리아힐', '화순금모래해수욕장', '파더스가든', '본태박물관', '루나폴', '무민랜드제주']"
d_d006753,"['천제연폭포', '중문대포주상절리대', 'ICC제주국제컨벤션센터', '제주동문시장', '제주관광공사 지정면세점', '액트몬 제주중문점', '제주국제공항 JDC면세점', '서귀포치유의숲', '용두암']"
d_d000780,"['포도뮤지엄', '한라산아래첫마을', '함덕해수욕장', '걸어가는늑대들 전이수갤러리', '이중섭미술관', '노형수퍼마켙', '본태박물관', '거문오름', '에코랜드테마파크', '산방산탄산온천']"
d_d011147,"['걸어가는늑대들 전이수갤러리', '함덕해수욕장', '협재해수욕장', '한림공원', '제주도립김창열미술관', '제주조천스위스마을', '금능해수욕장', '제주 세계자연유산센터', '거문오름', '교래자연휴양림']"
d_d004297,"['이마트 제주점', '제주목 관아', '관덕정', '제주특별자치도 민속자연사박물관']"
d_d000551,"['스누피가든', '세화해변', '김녕해수욕장', '비자림', '스카이워터쇼', '세화민속오일시장', '김녕미로공원', '이마트 신제주점', '해녀박물관', '메이즈랜드']"
d_d004403,"['함덕해수욕장', '걸어가는늑대들 전이수갤러리', '거문오름', '제주조천스위스마을', '교래자연휴양림', '제주 세계자연유산센터', '에코랜드테마파크', '한라수목원', '제주레포츠랜드', '제주돌문화공원']"
d_d007391,"['스누피가든', '김녕해수욕장', '세화해변', '비자림', '스카이워터쇼', '김녕미로공원', '세화민속오일시장', '이마트 신제주점', '메이즈랜드', '해녀박물관']"
d_d007747,"['올레야시장', '제주동문재래야시장', '서귀포매일올레시장', '이중섭미술관', '제주동문재래시장', '삼성혈', '자구리문화예술공원', '이중섭거리', '서복전시관']"
d_d004763,"['협재해수욕장', '금능해수욕장', '한림공원', '제주현대미술관', '제주도립김창열미술관', '노을해안1014', '성이시돌목장', '서부농업기술센터', '그리스신화박물관', '환상숲곶자왈공원']"
d_d004842,"['스누피가든', '아쿠아플라넷 제주', '드르쿰다in성산', '성산일출봉', '비자림', '김녕해수욕장', '섭지코지', '세화해변', '스카이워터쇼', '김녕미로공원']"
d_d010444,"['포도뮤지엄', '한라산아래첫마을', '우도올레보트', '산방산탄산온천', '본태박물관', '피규어뮤지엄제주', '신화관 제주신화월드 스카이풀', '이중섭미술관', '서귀포매일올레시장', '올레야시장']"
d_d005540,"['휴애리자연생활공원', '남원큰엉해변', '레몬뮤지엄', '산물관광농원', '제주코코몽에코파크']"
d_d006674,"['제주국제공항 JDC면세점', '용두암']"
d_d001291,"['함덕해수욕장', '김녕해수욕장', '걸어가는늑대들 전이수갤러리', '세화해변', '스누피가든', '비자림', '제주조천스위스마을', '제주 세계자연유산센터', '절물자연휴양림', '남원큰엉해변']"
d_d000430,"['휴애리자연생활공원', '남원큰엉해변', '산물관광농원', '레몬뮤지엄', '제주코코몽에코파크']"
d_d001535,"['금능해수욕장', '협재해수욕장', '한림공원', '롯데마트 제주점', '제주도립김창열미술관', '서부농업기술센터', '성이시돌목장', '대한불교조계종천왕사', '그리스신화박물관']"
d_d000396,"['제주동문시장', '이마트 제주점', '제주목 관아', '관덕정']"
d_d002808,"['9.81파크', '협재해수욕장', '한림공원', '금능해수욕장', '해변산책', '항파두리 항몽유적지', '아르떼뮤지엄 제주', '제주도립김창열미술관', '렛츠런파크제주', '올레야시장']"
d_d006981,"['대한불교조계종천왕사', '롯데마트 제주점']"
d_d000224,"['협재해수욕장', '금능해수욕장', '표선해수욕장', '서귀포매일올레시장', '한림공원', '제주허브동산', '유채꽃프라자', '붉은오름자연휴양림', '목장카페 밭디', '성이시돌목장']"
d_d009697,"['협재해수욕장', '한림공원', '올레야시장', '금능해수욕장', '서귀포매일올레시장', '성이시돌목장', '제주동문시장', '제주도립김창열미술관', '이중섭미술관', '자구리문화예술공원']"
d_d004695,"['성산일출봉', '김녕해수욕장', '섭지코지', '세화해변', '스누피가든', '비자림', '아쿠아플라넷 제주', '제주동문시장', '드르쿰다in성산', '이마트 신제주점']"
d_d007020,"['올레야시장', '이중섭미술관', '자구리문화예술공원', '서귀포매일올레시장', '이중섭거리', '서복전시관']"
d_d001269,"['에코랜드테마파크', '거문오름', '함덕해수욕장', '걸어가는늑대들 전이수갤러리', '제주돌문화공원', '제주조천스위스마을', '제주 세계자연유산센터', '제주레포츠랜드', '교래자연휴양림', '선녀와나무꾼 테마공원']"
d_d012432,"['올레야시장', '이중섭미술관', '자구리문화예술공원', '서귀포매일올레시장', '이중섭거리', '서복전시관']"
d_d005632,"['천제연폭포', '중문대포주상절리대', '제주관광공사 지정면세점', '액트몬 제주중문점', 'ICC제주국제컨벤션센터']"
d_d000244,"['스누피가든', '비자림', '9.81파크', '김녕해수욕장', '세화해변', '해변산책', '김녕미로공원', '아르떼뮤지엄 제주', '항파두리 항몽유적지', '세화민속오일시장']"
d_d009475,"['스누피가든', '함덕해수욕장', '걸어가는늑대들 전이수갤러리', '섭지코지', '성산일출봉', '세화해변', '드르쿰다in성산', '김녕해수욕장', '휴애리자연생활공원', '아쿠아플라넷 제주']"
d_d006795,"['서귀포예술의전당', '기당미술관', '서귀포유람선']"
d_d001834,"['함덕해수욕장', '걸어가는늑대들 전이수갤러리', '한림공원', '협재해수욕장', '제주도립김창열미술관', '금능해수욕장', '제주조천스위스마을', '교래자연휴양림', '성이시돌목장', '제주 세계자연유산센터']"
d_d004258,"['제주월드컵경기장', '표선해수욕장', '붉은오름자연휴양림', '목장카페 밭디', '유채꽃프라자', '제주허브동산', '이마트 서귀포점', '제주민속촌', '제주성읍마을', '보롬왓']"
d_d002273,"['걸어가는늑대들 전이수갤러리', '함덕해수욕장', '김녕해수욕장', '제주 세계자연유산센터', '세화해변', '비자림', '스누피가든', '교래자연휴양림', '거문오름', '에코랜드테마파크']"
d_d009201,['서귀포치유의숲']
d_d002572,"['산방산탄산온천', '협재해수욕장', '금능해수욕장', '신화관 제주신화월드 스카이풀', '포도뮤지엄', '카멜리아힐', '한림공원', '무민랜드제주', '한라산아래첫마을', '제주항공우주박물관']"
d_d000773,"['거문오름', '에코랜드테마파크', '걸어가는늑대들 전이수갤러리', '함덕해수욕장', '제주돌문화공원', '제주조천스위스마을', '교래자연휴양림', '제주레포츠랜드', '제주 세계자연유산센터', '제주월드컵경기장']"
d_d005355,"['한라산아래첫마을', '포도뮤지엄', '제주아트서커스', '카멜리아힐', '루나폴', '본태박물관', '피규어뮤지엄제주', '무민랜드제주', '신화테마파크', '오설록티뮤지엄']"
d_d002329,"['협재해수욕장', '금능해수욕장', '한림공원', '제주도립김창열미술관', '서부농업기술센터', '성이시돌목장', '그리스신화박물관']"
d_d004483,"['함덕해수욕장', '걸어가는늑대들 전이수갤러리', '제주조천스위스마을', '에코랜드테마파크', '거문오름', '제주 세계자연유산센터', '제주돌문화공원', '교래자연휴양림', '제주레포츠랜드', '제주라프']"
d_d000787,"['한림공원', '협재해수욕장', '금능해수욕장', '제주도립김창열미술관', '성이시돌목장', '서부농업기술센터', '그리스신화박물관']"
d_d000299,"['한라산아래첫마을', '화순금모래해수욕장', '산방산탄산온천', '신화관 제주신화월드 스카이풀', '신화워터파크', '포도뮤지엄', '카멜리아힐', '제주항공우주박물관', '뽀로로앤타요테마파크 제주', '본태박물관']"
d_d006714,['바이제주']
d_d001889,"['스누피가든', '김녕해수욕장', '비자림', '세화해변', '김녕미로공원', '세화민속오일시장', '스카이워터쇼', '메이즈랜드', '해녀박물관', '만장굴']"
d_d009448,"['한라산아래첫마을', '포도뮤지엄', '산방산탄산온천', '무민랜드제주', '본태박물관', '신화관 제주신화월드 스카이풀', '루나폴', '신화테마파크', '화순금모래해수욕장', '카멜리아힐']"
d_d000605,"['스누피가든', '김녕해수욕장', '비자림', '거문오름', '걸어가는늑대들 전이수갤러리', '세화해변', '함덕해수욕장', '에코랜드테마파크', '제주돌문화공원', '스카이워터쇼']"
d_d003814,"['천제연폭포', '서귀포매일올레시장', '올레야시장', 'ICC제주국제컨벤션센터', '중문대포주상절리대', '액트몬 제주중문점', '제주관광공사 지정면세점', '이중섭미술관', '자구리문화예술공원', '이중섭거리']"
d_d001677,"['산방산탄산온천', '한라산아래첫마을', '신화관 제주신화월드 스카이풀', '포도뮤지엄', '카멜리아힐', '올레야시장', '화순금모래해수욕장', '무민랜드제주', '파더스가든', '루나폴']"
d_d007009,"['휴애리자연생활공원', '제주동문시장', '남원큰엉해변', '산물관광농원', '제주코코몽에코파크', '레몬뮤지엄']"
d_d006013,"['한라산아래첫마을', '화순금모래해수욕장', '포도뮤지엄', '9.81파크', '산방산탄산온천', '본태박물관', '뽀로로앤타요테마파크 제주', '신화관 제주신화월드 스카이풀', '카멜리아힐', '제주항공우주박물관']"
d_d005455,"['아쿠아플라넷 제주', '성산일출봉', '섭지코지', '올레야시장', '김영갑갤러리두모악', '원앙폭포', '이중섭미술관', '돈내코유원지', '드르쿰다in성산', '휘닉스제주 유민미술관']"
d_d004450,"['목장카페 밭디', '붉은오름자연휴양림', '표선해수욕장', '제주허브동산', '유채꽃프라자', '제주민속촌', '보롬왓', '제주성읍마을']"
d_d005291,"['한라산아래첫마을', '산방산탄산온천', '본태박물관', '포도뮤지엄', '신화관 제주신화월드 스카이풀', '카멜리아힐', '뽀로로앤타요테마파크 제주', '피규어뮤지엄제주', '제주아트서커스', '신화워터파크']"
d_d001902,"['한라산아래첫마을', '화순금모래해수욕장', '본태박물관', '포도뮤지엄', '산방산탄산온천', '대한불교조계종천왕사', '신화관 제주신화월드 스카이풀', '피규어뮤지엄제주', '뽀로로앤타요테마파크 제주', '롯데마트 제주점']"
d_d004302,"['한라산아래첫마을', '포도뮤지엄', '화순금모래해수욕장', '산방산탄산온천', '붉은오름자연휴양림', '신화관 제주신화월드 스카이풀', '신화워터파크', '표선해수욕장', '카멜리아힐', '목장카페 밭디']"
d_d004282,"['제주동문재래야시장', '삼성혈', '제주동문재래시장', '제주동문시장']"
d_d010155,"['한라산아래첫마을', '산방산탄산온천', '신화관 제주신화월드 스카이풀', '협재해수욕장', '한림공원', '포도뮤지엄', '금능해수욕장', '무민랜드제주', '본태박물관', '카멜리아힐']"
d_d004964,"['성산일출봉', '섭지코지', '김녕해수욕장', '스누피가든', '비자림', '세화해변', '드르쿰다in성산', '휘닉스제주 유민미술관', '김영갑갤러리두모악', '제주동문재래시장']"
d_d004783,['제주동문시장']
d_d000223,"['우도올레보트', '성산일출봉', '섭지코지', '아쿠아플라넷 제주', '휘닉스제주 유민미술관', '김영갑갤러리두모악', '드르쿰다in성산', '우도산호해변', '검멀레해변', '신양섭지해수욕장']"
d_d010057,"['우도올레보트', '우도산호해변', '검멀레해변', '훈데르트바서파크']"
d_d002539,"['제주국제공항 JDC면세점', '용두암']"
d_d006117,"['대한불교조계종천왕사', '롯데마트 제주점']"
d_d010520,"['성산일출봉', '섭지코지', '아쿠아플라넷 제주', '드르쿰다in성산', '휘닉스제주 유민미술관', '김영갑갤러리두모악', '신양섭지해수욕장']"
d_d003875,"['한라산아래첫마을', '협재해수욕장', '산방산탄산온천', '본태박물관', '금능해수욕장', '포도뮤지엄', '화순금모래해수욕장', '카멜리아힐', '신화관 제주신화월드 스카이풀', '뽀로로앤타요테마파크 제주']"
d_d002137,"['우도올레보트', '아쿠아플라넷 제주', '성산일출봉', '스누피가든', '비자림', '김녕해수욕장', '드르쿰다in성산', '섭지코지', '세화해변', '김녕미로공원']"
d_d010097,"['제주곶자왈도립공원', '마라도', '올레야시장', '서귀포매일올레시장', '자구리문화예술공원', '이중섭미술관', '제주월드컵경기장', '용두암', '제주국제공항 JDC면세점', '홈플러스 서귀포점']"
d_d000354,"['우도올레보트', '우도산호해변', '9.81파크', '검멀레해변', '아르떼뮤지엄 제주', '한담몰', '제주동문재래시장', '해변산책', '제주동문재래야시장', '훈데르트바서파크']"
d_d005738,"['스누피가든', '비자림', '세화해변', '김녕해수욕장', '세화민속오일시장', '한라수목원', '스카이워터쇼', '김녕미로공원', '수목원테마파크', '이마트 신제주점']"
d_d010501,"['협재해수욕장', '제주현대미술관', '한림공원', '금능해수욕장', '올레야시장', '제주도립김창열미술관', '이중섭미술관', '서귀포매일올레시장', '노을해안1014', '이중섭거리']"
d_d000483,"['함덕해수욕장', '아쿠아플라넷 제주', '성산일출봉', '섭지코지', '에코랜드테마파크', '걸어가는늑대들 전이수갤러리', '드르쿰다in성산', '거문오름', '제주돌문화공원', '김영갑갤러리두모악']"
d_d012401,"['붉은오름자연휴양림', '목장카페 밭디', '유채꽃프라자', '제주허브동산', '표선해수욕장', '보롬왓', '제주민속촌', '제주성읍마을']"
d_d002773,"['한라산아래첫마을', '비자림', '스누피가든', '거문오름', '목장카페 밭디', '산방산탄산온천', '김녕해수욕장', '세화해변', '포도뮤지엄', '본태박물관']"
d_d002223,"['금능해수욕장', '협재해수욕장', '제주동문재래시장', '제주동문재래야시장', '한림공원', '삼성혈', '성이시돌목장', '제주도립김창열미술관', '그리스신화박물관', '서부농업기술센터']"
d_d000120,"['에코랜드테마파크', '한라산아래첫마을', '함덕해수욕장', '거문오름', '포도뮤지엄', '산방산탄산온천', '신화워터파크', '걸어가는늑대들 전이수갤러리', '화순금모래해수욕장', '제주돌문화공원']"
d_d004592,"['올레야시장', '서귀포매일올레시장', '이중섭미술관', '이중섭거리', '자구리문화예술공원', '서복전시관']"
d_d002124,"['스누피가든', '9.81파크', '비자림', '김녕해수욕장', '세화해변', '아르떼뮤지엄 제주', '해변산책', '올레야시장', '이중섭미술관', '서귀포매일올레시장']"
d_d002476,"['스누피가든', '협재해수욕장', '비자림', '세화해변', '김녕해수욕장', '금능해수욕장', '김녕미로공원', '한림공원', '스카이워터쇼', '제주도립김창열미술관']"
d_d004673,"['포도뮤지엄', '화순금모래해수욕장', '산방산탄산온천', '한라산아래첫마을', '본태박물관', '올레야시장', '신화관 제주신화월드 스카이풀', '세계자동차&피아노박물관', '카멜리아힐', '피규어뮤지엄제주']"
d_d000302,"['성산일출봉', '섭지코지', '김녕해수욕장', '세화해변', '아쿠아플라넷 제주', '비자림', '김녕미로공원', '스누피가든', '절물자연휴양림', '신양섭지해수욕장']"
d_d002102,"['함덕해수욕장', '걸어가는늑대들 전이수갤러리', '제주 세계자연유산센터', '제주조천스위스마을', '거문오름', '교래자연휴양림', '제주돌문화공원', '제주동문시장', '제주레포츠랜드', '제주라프']"
d_d002025,"['스누피가든', '김녕해수욕장', '세화해변', '비자림', '절물자연휴양림', '김녕미로공원', '스카이워터쇼', '세화민속오일시장', '만장굴', '해녀박물관']"
d_d001884,"['포도뮤지엄', '산방산탄산온천', '화순금모래해수욕장', '한라산아래첫마을', '삼성혈', '본태박물관', '세계자동차&피아노박물관', '신화관 제주신화월드 스카이풀', '카멜리아힐', '피규어뮤지엄제주']"
d_d009053,"['한라산아래첫마을', '제주제트 중문점', '본태박물관', '산방산탄산온천', '포도뮤지엄', '카멜리아힐', '무민랜드제주', '신화워터파크', '제주항공우주박물관', '루나폴']"
d_d001220,"['9.81파크', '제주월드컵경기장', '해변산책', '항파두리 항몽유적지', '아르떼뮤지엄 제주', '렛츠런파크제주', '한담몰', '사진놀이터', '이마트 서귀포점', '제주불빛정원']"
d_d002923,"['스누피가든', '김녕해수욕장', '비자림', '세화해변', '김녕미로공원', '만장굴', '스카이워터쇼', '세화민속오일시장', '이마트 신제주점', '해녀박물관']"
d_d012054,"['협재해수욕장', '금능해수욕장', '한림공원', '성이시돌목장', '서부농업기술센터', '그리스신화박물관', '제주도립김창열미술관']"
d_d002221,"['제주제트 중문점', '협재해수욕장', '한림공원', '금능해수욕장', '제주도립김창열미술관', '약천사', '거린사슴 전망대', '아프리카박물관', '성이시돌목장', '서부농업기술센터']"
d_d010211,"['스누피가든', '걸어가는늑대들 전이수갤러리', '거문오름', '함덕해수욕장', '에코랜드테마파크', '비자림', '김녕해수욕장', '세화해변', '제주돌문화공원', '스카이워터쇼']"
d_d003738,"['제주제트 중문점', '서귀포매일올레시장', '약천사', '이중섭미술관', '올레야시장', '아프리카박물관', '자구리문화예술공원', '거린사슴 전망대', '이중섭거리', '서복전시관']"
d_d006384,"['금능해수욕장', '협재해수욕장', '한림공원', '올레야시장', '이중섭미술관', '성이시돌목장', '제주도립김창열미술관', '서귀포매일올레시장', '서부농업기술센터', '이중섭거리']"
d_d000275,"['한라산아래첫마을', '산방산탄산온천', '포도뮤지엄', '서귀포매일올레시장', '세계자동차&피아노박물관', '신화관 제주신화월드 스카이풀', '루나폴', '화순금모래해수욕장', '올레야시장', '본태박물관']"
d_d002028,"['스누피가든', '거문오름', '걸어가는늑대들 전이수갤러리', '제주조천스위스마을', '세화해변', '스카이워터쇼', '김녕해수욕장', '함덕해수욕장', '비자림', '교래자연휴양림']"
d_d009528,"['유채꽃프라자', '산방산탄산온천', '협재해수욕장', '한라산아래첫마을', '금능해수욕장', '표선해수욕장', '신화관 제주신화월드 스카이풀', '붉은오름자연휴양림', '한림공원', '카멜리아힐']"
d_d005005,"['우도올레보트', '아쿠아플라넷 제주', '성산일출봉', '우도산호해변', '섭지코지', '드르쿰다in성산', '검멀레해변', '노형수퍼마켙', '제주동문시장', '훈데르트바서파크']"
